P_CODE,NRM_REGION,REEF,DEPTH,VISIT_NO,Date,subregion,A,AB,HC,SC,CoralCover,MA,Acr,DISTURBANCE,juv5.d.nf
RM,Burdekin,Havannah North,5,9,10/05/2001,Burdekin,82.34804909,1.531499095,7.367067416,8.256558998,15.62362641,44.75486183,4.371012127,c,NA
RM,Burdekin,Havannah North,5,10,13/02/2002,Burdekin,87.85082399,0.970822042,5.932996411,4.779240216,10.71223663,72.12991772,3.543030836,n,NA
RM,Burdekin,Havannah North,5,11,7/03/2003,Burdekin,86.83333333,1.133333333,6.2,5.366666667,11.56666667,64.8,3.466666667,n,NA
RM,Burdekin,Havannah North,5,12,20/04/2004,Burdekin,87.56448911,1.433333333,4.768844221,6.033333333,10.80217755,61.39380235,2.834840871,n,NA
RM,Burdekin,Havannah North,5,13,30/04/2005,Burdekin,82.01551072,2.472204508,7.861083761,6.716522545,14.57760631,51.21841781,4.114618779,n,NA
RM,Burdekin,Havannah North,5,15,30/05/2007,Burdekin,84.13925689,1.604242528,6.810149426,6.540758441,13.35090787,58.18283687,3.668543573,n,1.357819913
RM,Burdekin,Havannah North,5,17,3/05/2009,Burdekin,84.39648241,3.266666667,4.969011725,7.001172529,11.97018425,11.33517588,2.068676717,n,3.470818736
RM,Burdekin,Havannah North,5,19,10/05/2011,Burdekin,83.43333333,13.66666667,1.9,0.8,2.7,0.266666667,0.433333333,s,0.559019131
RM,Burdekin,Havannah North,5,21,26/05/2013,Burdekin,88.03830846,9.96252073,1.466334992,0.3,1.766334992,37.96301824,0.533167496,n,2.493856102
RM,Burdekin,Havannah North,5,23,25/04/2015,Burdekin,81.43015075,13.40083752,3.367839196,1.467671692,4.835510888,27.60938023,1.467504188,n,12.76440895
RM,Burdekin,Havannah North,5,25,24/04/2017,Burdekin,75.73333333,16.9,6.1,1,7.1,18.96666667,3.9,n,16.21669911
RM,Burdekin,Middle Rf LTMP,2,1,20/08/1992,Burdekin,30.25453263,34.05874353,26.10553152,8.095029162,34.20056068,10.18308101,2.323995301,,NA
RM,Burdekin,Middle Rf LTMP,2,3,4/04/1995,Burdekin,20.71409408,27.18518044,30.4165238,20.64412703,51.06065083,2.619675751,6.49863855,n,NA
RM,Burdekin,Middle Rf LTMP,2,4,16/04/1996,Burdekin,16.86666667,29.03333333,34.66666667,17.5,52.16666667,3.433333333,6.966666667,n,NA
RM,Burdekin,Middle Rf LTMP,2,5,9/09/1997,Burdekin,18.47396772,29.89612319,35.94238055,13.55436341,49.49674396,6.553642517,7.153686571,n,NA
RM,Burdekin,Middle Rf LTMP,2,6,8/05/1998,Burdekin,20.53087788,33.61358298,34.3353289,9.830196272,44.16552517,6.034573376,7.346242917,b,NA
RM,Burdekin,Middle Rf LTMP,2,7,22/06/1999,Burdekin,21.04764976,27.23222491,39.05410343,11.60423328,50.65833671,7.07256692,6.649072337,n,NA
RM,Burdekin,Middle Rf LTMP,2,8,9/05/2000,Burdekin,23.80345306,31.71927435,34.9564027,9.006868084,43.96327078,2.130992567,5.298560504,n,NA
RM,Burdekin,Middle Rf LTMP,2,9,8/05/2001,Burdekin,36.40967852,23.46114872,31.49887746,8.192225643,39.6911031,4.333438649,5.726811262,n,NA
RM,Burdekin,Middle Rf LTMP,2,10,4/07/2002,Burdekin,45.85982906,24.2042735,27.66581197,1.87008547,29.53589744,4.5,6.966666667,n,NA
RM,Burdekin,Middle Rf LTMP,2,11,14/04/2003,Burdekin,38.82957379,29.21137675,29.15484324,2.437372045,31.59221529,7.343080723,5.849807962,n,NA
RM,Burdekin,Middle Rf LTMP,2,12,10/11/2004,Burdekin,47.62757382,17.88584229,30.89544006,3.153925007,34.04936507,9.220064787,6.710065023,n,NA
RM,Burdekin,Middle Rf LTMP,2,13,6/09/2005,Burdekin,33.6788574,21.18236617,40.0105713,4.11965812,44.13022942,6.484300495,9.258974359,n,NA
RM,Burdekin,Middle Rf LTMP,2,15,25/05/2007,Burdekin,26.86666667,23.46666667,45.2,4,49.2,3.366666667,12.96666667,n,7.376076559
RM,Burdekin,Middle Rf LTMP,2,17,17/05/2009,Burdekin,32.13333333,28.13333333,37.56666667,1.333333333,38.9,0.9,7.366666667,b,4.941356566
RM,Burdekin,Middle Rf LTMP,2,19,6/05/2011,Burdekin,36.33333333,22.43333333,39.66666667,0.866666667,40.53333333,1.133333333,6.466666667,n,5.815929998
RM,Burdekin,Middle Rf LTMP,2,21,27/06/2013,Burdekin,30.08118068,29.12138168,33.31120467,5.610620671,38.92182534,7.285332066,7.246552583,unk,6.556328625
RM,Burdekin,Pandora North,5,1,11/08/1992,Burdekin,25.56912949,3.765275057,47.14573871,20.46720615,67.61294487,0.092318139,4.968483261,n,NA
RM,Burdekin,Pandora North,5,2,15/12/1993,Burdekin,18.73300773,6.032017365,51.90869624,19.40672907,71.31542532,0,6.823633157,n,NA
RM,Burdekin,Pandora North,5,3,4/04/1995,Burdekin,20.44833114,4.529280634,53.88982241,15.17294066,69.06276307,0.208667318,7.533678148,n,NA
RM,Burdekin,Pandora North,5,4,18/04/1996,Burdekin,17.51603106,3.569230769,56.65769882,16.8582368,73.51593562,0.233333333,7.94436635,n,NA
RM,Burdekin,Pandora North,5,5,30/06/1997,Burdekin,14.87064202,4.258994236,58.42170543,18.45002982,76.87173524,0.267521368,8.989226794,n,NA
RM,Burdekin,Pandora North,5,6,9/02/1998,Burdekin,26.64736842,3.633333333,52.88070175,13.27719298,66.15789474,1.50877193,7.147368421,b,NA
RM,Burdekin,Pandora North,5,7,2/05/1999,Burdekin,31.12381854,4.710849782,45.86290023,16.83067432,62.69357454,11.03229893,1.476737501,b,NA
RM,Burdekin,Pandora North,5,8,6/05/2000,Burdekin,43.95448447,4.392369772,41.61888808,8.360097095,49.97898518,3.112752314,0.600837521,s,NA
RM,Burdekin,Pandora North,5,9,9/05/2001,Burdekin,45.14600322,3.273727627,40.18340158,10.77219088,50.95559246,5.912465539,0.76823599,n,NA
RM,Burdekin,Pandora North,5,10,20/02/2002,Burdekin,45.47096049,2.065853659,39.43647506,11.89320995,51.32968501,6.612125669,0.761788618,n,NA
RM,Burdekin,Pandora North,5,11,16/03/2003,Burdekin,43.50630631,2.436036036,40.71351351,12.27747748,52.99099099,12.01531532,1.072072072,n,NA
RM,Burdekin,Pandora North,5,12,22/04/2004,Burdekin,40.9,4,43.4,11.26666667,54.66666667,8.3,1.3,n,NA
RM,Burdekin,Pandora North,5,13,2/05/2005,Burdekin,33.87461929,4.066666667,47.51539763,13.27005076,60.78544839,9.564805415,1.400507614,n,NA
RM,Burdekin,Pandora North,5,15,23/05/2007,Burdekin,30.54084062,3.55062518,49.99395126,13.23782631,63.23177757,7.817447786,4.17370861,n,5.178559586
RM,Burdekin,Pandora North,5,17,8/05/2009,Burdekin,33.93333333,2.933333333,49.76666667,11.76666667,61.53333333,1.666666667,3.433333333,n,3.82469132
RM,Burdekin,Pandora North,5,19,9/05/2011,Burdekin,50.46666667,2.4,38.93333333,7,45.93333333,0.4,1.5,s,4.425152046
RM,Burdekin,Pandora North,5,21,2/08/2013,Burdekin,51.56666667,1.466666667,38.36666667,7.333333333,45.7,18.3,1.433333333,n,3.747251436
RM,Burdekin,Pandora North,5,23,7/05/2015,Burdekin,48.83333333,2.5,38.5,9.8,48.3,16.46666667,2.3,n,4.482044878
RM,Burdekin,Pandora North,5,25,25/04/2017,Burdekin,37.46666667,6.633333333,39.03333333,15.36666667,54.4,8.9,2.966666667,n,7.194092862
RM,Mackay Whitsunday,Border,5,2,12/04/1994,Proserpine,23.22193496,16.67744425,25.05011012,33.30512634,58.35523646,0,2.206006629,n,NA
RM,Mackay Whitsunday,Border,5,3,21/02/1995,Proserpine,25.27104386,9.335334698,25.99239107,36.45687146,62.44926253,0,3.155125775,n,NA
RM,Mackay Whitsunday,Border,5,4,8/02/1996,Proserpine,26.78795189,13.93965731,27.21344834,28.2628228,55.47627114,1.049549404,2.917067485,n,NA
RM,Mackay Whitsunday,Border,5,5,23/04/1997,Proserpine,21.95762849,20.35204419,26.51419328,27.76704789,54.28124117,0.101010101,2.933670034,n,NA
RM,Mackay Whitsunday,Border,5,6,21/02/1998,Proserpine,29.36846847,16.06576577,28.24954955,23.44144144,51.69099099,17.55945946,2.444144144,n,NA
RM,Mackay Whitsunday,Border,5,7,13/03/1999,Proserpine,24.14883881,14.87911107,29.46876231,29.83337942,59.30214173,3.571859296,2.842432909,n,NA
RM,Mackay Whitsunday,Border,5,8,25/03/2000,Proserpine,23.83535647,13.55147027,27.65519004,32.54872102,60.20391106,1.048193648,3.494042923,n,NA
RM,Mackay Whitsunday,Border,5,9,29/03/2001,Proserpine,31.16063378,12.05495413,24.35822964,30.92011989,55.27834953,0.401849314,3.143236644,n,NA
RM,Mackay Whitsunday,Border,5,10,13/11/2001,Proserpine,35.52428811,9.470686767,30.2241206,23.21289782,53.43701843,0.166666667,3.801172529,n,NA
RM,Mackay Whitsunday,Border,5,11,1/12/2002,Proserpine,38.89289715,9.126521496,28.18136812,22.15646075,50.33782888,0.133333333,3.046621999,b,NA
RM,Mackay Whitsunday,Border,5,12,24/02/2004,Proserpine,30.72771941,8.841541039,29.09949241,29.96256874,59.06206115,0.067001675,3.070519263,n,NA
RM,Mackay Whitsunday,Border,5,13,16/03/2005,Proserpine,26.64871498,8.240513585,27.41092047,35.78292084,63.19384131,0.033333333,3.060050696,n,NA
RM,Mackay Whitsunday,Border,5,15,26/03/2007,Proserpine,25.69697979,8.796220138,25.61597755,38.47723909,64.09321664,0.034542314,2.750091604,n,8.586866202
RM,Mackay Whitsunday,Border,5,17,6/04/2009,Proserpine,24.68717949,11.66153846,27.13846154,34.30512821,61.44358974,0.066666667,3.47008547,n,4.291535048
RM,Mackay Whitsunday,Border,5,19,24/03/2011,Proserpine,21.49386401,10.65854063,31.12736318,35.18739635,66.31475954,0.099834163,2.799668325,n,8.310403156
RM,Mackay Whitsunday,Border,5,21,20/04/2013,Proserpine,26.16666667,7.7,30.83333333,34.2,65.03333333,0.4,3.933333333,n,14.57812698
RM,Mackay Whitsunday,Border,5,23,18/01/2015,Proserpine,33.4,6.533333333,32.56666667,26.3,58.86666667,0.066666667,4.266666667,n,14.47428822
RM,Mackay Whitsunday,Border,5,25,4/03/2017,Proserpine,28.7,6.2,35.23333333,28.73333333,63.96666667,0.066666667,6.766666667,n,17.00064157
RM,Mackay Whitsunday,Hayman,5,1,5/02/1993,Proserpine,29.23441991,8.841254828,42.7232995,12.24359227,54.96689177,0,22.25023679,n,NA
RM,Mackay Whitsunday,Hayman,5,2,29/03/1994,Proserpine,33.08211636,9.005613244,39.54731044,14.53251168,54.07982213,0,21.10347243,n,NA
RM,Mackay Whitsunday,Hayman,5,3,14/02/1995,Proserpine,31.78978604,3.328718857,44.31516664,14.54147738,58.85664402,0.265629266,21.72943118,n,NA
RM,Mackay Whitsunday,Hayman,5,4,9/02/1996,Proserpine,28.84884292,6.558906383,43.29424221,14.41187877,57.70612098,0.78219302,20.11200348,n,NA
RM,Mackay Whitsunday,Hayman,5,5,25/04/1997,Proserpine,34.09226137,9.202728232,38.77066104,13.48555191,52.25621295,0.102217016,17.69254547,n,NA
RM,Mackay Whitsunday,Hayman,5,6,28/02/1998,Proserpine,36.46210376,4.224460353,38.08188915,15.15220718,53.23409634,5.259141752,15.54936366,n,NA
RM,Mackay Whitsunday,Hayman,5,7,12/03/1999,Proserpine,35.252973,5.812568735,40.91441841,13.68252167,54.59694009,1.759294791,20.57353499,n,NA
RM,Mackay Whitsunday,Hayman,5,8,21/03/2000,Proserpine,31.97307336,5.396867965,42.05563554,16.26172883,58.31736437,1.310603239,22.90700293,n,NA
RM,Mackay Whitsunday,Hayman,5,9,31/03/2001,Proserpine,33.42054633,3.397347238,44.34182762,14.57109817,58.91292579,0.170049641,25.11736784,n,NA
RM,Mackay Whitsunday,Hayman,5,10,14/11/2001,Proserpine,34.74226907,3.873302409,46.49181214,10.46891776,56.96072991,0.3,28.47730902,n,NA
RM,Mackay Whitsunday,Hayman,5,11,24/11/2002,Proserpine,36.25586868,3.210570939,43.88553176,12.30599637,56.19152813,0.133837538,24.81781821,n,NA
RM,Mackay Whitsunday,Hayman,5,12,20/02/2004,Proserpine,35.26360302,2.833432748,45.07276077,13.92254737,58.99530815,0,29.22242688,n,NA
RM,Mackay Whitsunday,Hayman,5,13,15/03/2005,Proserpine,30.50057019,3.375419183,45.51916146,15.7918972,61.31105866,0.033333333,27.46247399,n,NA
RM,Mackay Whitsunday,Hayman,5,15,17/03/2007,Proserpine,28.79084649,3.800167504,50.70310813,12.80302184,63.50612998,0,31.88933895,n,7.478881379
RM,Mackay Whitsunday,Hayman,5,17,7/04/2009,Proserpine,30.47369325,2.567839196,46.38134691,14.65664219,61.03798909,0.33604776,29.60394709,n,5.859414874
RM,Mackay Whitsunday,Hayman,5,19,23/03/2011,Proserpine,41.83333333,4.966666667,31.3,15.26666667,46.56666667,0.133333333,14.43333333,s,4.137349219
RM,Mackay Whitsunday,Hayman,5,21,22/04/2013,Proserpine,48.1,1.766666667,33.43333333,12.1,45.53333333,0.366666667,17.56666667,n,10.60028596
RM,Mackay Whitsunday,Hayman,5,23,28/01/2015,Proserpine,46.2,0.9,35.26666667,12.8,48.06666667,0.633333333,15.53333333,n,11.43252264
RM,Mackay Whitsunday,Hayman,5,25,28/02/2017,Proserpine,42.5010101,0.8,37.99292929,13.86835017,51.86127946,0.267003367,19.74747475,n,14.20353492
RM,Mackay Whitsunday,Langford,5,1,7/02/1993,Proserpine,28.26579351,35.15488271,16.71140117,18.62759454,35.33899571,0,3.413377898,n,NA
RM,Mackay Whitsunday,Langford,5,3,13/02/1995,Proserpine,36.6226482,22.60706466,18.23268943,20.82252852,39.05521795,0.044444444,3.437373988,n,NA
RM,Mackay Whitsunday,Langford,5,4,19/02/1996,Proserpine,31.88993414,31.06829861,18.40447752,16.07980642,34.48428394,0.570437871,3.76693757,n,NA
RM,Mackay Whitsunday,Langford,5,5,26/04/1997,Proserpine,18.00652957,43.92128075,16.66958653,19.76181613,36.43140266,0,2.911432166,n,NA
RM,Mackay Whitsunday,Langford,5,6,3/03/1998,Proserpine,28.1900818,32.39846584,17.79777037,20.21317947,38.01094984,0.731231009,2.286011234,n,NA
RM,Mackay Whitsunday,Langford,5,7,11/03/1999,Proserpine,26.81269841,30.7984127,17.86666667,22.0015873,39.86825397,6.766666667,2.644444444,n,NA
RM,Mackay Whitsunday,Langford,5,8,26/03/2000,Proserpine,29.99428411,32.28255242,16.76322047,18.61707693,35.3802974,3.025628762,2.995049658,n,NA
RM,Mackay Whitsunday,Langford,5,9,1/04/2001,Proserpine,33.42179194,23.80474017,20.43617199,20.85550261,41.2916746,0.233333333,3.847543236,n,NA
RM,Mackay Whitsunday,Langford,5,10,15/11/2001,Proserpine,41.87723577,21.69918699,22.49593496,12.53089431,35.02682927,0.232520325,4.92601626,n,NA
RM,Mackay Whitsunday,Langford,5,11,25/11/2002,Proserpine,45.73589744,20.81892552,21.69194139,10.51514042,32.20708181,0.033333333,5.791941392,n,NA
RM,Mackay Whitsunday,Langford,5,12,25/02/2004,Proserpine,38.12399237,18.57403992,23.13070726,18.22922313,41.35993039,0.134188034,6.734938604,n,NA
RM,Mackay Whitsunday,Langford,5,13,17/03/2005,Proserpine,27.93446018,25.48379101,21.78718001,23.32739793,45.11457794,0.066666667,4.204202832,n,NA
RM,Mackay Whitsunday,Langford,5,15,17/03/2007,Proserpine,29.88988822,18.30419102,27.48537928,21.71547534,49.20085461,0,7.548846272,n,6.239290591
RM,Mackay Whitsunday,Langford,5,17,8/04/2009,Proserpine,26.97489975,25.74985365,23.76380048,20.50188146,44.26568195,0.066834171,6.217963555,n,4.942965635
RM,Mackay Whitsunday,Langford,5,19,23/03/2011,Proserpine,30.97777778,16.4962963,29.28148148,21.44444444,50.72592593,0.033333333,7.966666667,n,4.600560626
RM,Mackay Whitsunday,Langford,5,21,21/04/2013,Proserpine,31.95384615,19.07777778,25.08974359,22.37606838,47.46581197,0.066666667,5.235897436,n,12.20390183
RM,Mackay Whitsunday,Langford,5,23,19/01/2015,Proserpine,41.9,12.36666667,25.3,18.96666667,44.26666667,0.066666667,4.266666667,n,11.48047128
RM,Mackay Whitsunday,Langford,5,25,2/03/2017,Proserpine,42.06666667,11.66666667,22.8,22.06666667,44.86666667,0,5.233333333,n,9.894287499
RM,Wet Tropics,Low Isles,5,1,12/06/1993,Daintree,34.678617,17.69799677,30.15994837,14.03604165,44.19599002,0.150047483,4.977877167,,NA
RM,Wet Tropics,Low Isles,5,3,15/04/1995,Daintree,31.9915784,13.17750222,34.67577682,17.07378393,51.74956075,0.222222222,12.38047364,n,NA
RM,Wet Tropics,Low Isles,5,4,7/01/1996,Daintree,35.42154279,11.11638284,39.25108141,11.31457884,50.56566025,0.566190359,12.26329782,n,NA
RM,Wet Tropics,Low Isles,5,5,29/01/1997,Daintree,37.78290598,14.58034188,35.42905983,10.1008547,45.52991453,0.976068376,12.5965812,c,NA
RM,Wet Tropics,Low Isles,5,6,1/02/1998,Daintree,43.05652174,11.6057971,30.34637681,13.12173913,43.46811594,7.07826087,4.67826087,c,NA
RM,Wet Tropics,Low Isles,5,7,25/01/1999,Daintree,49.27911604,13.27881462,21.3415639,13.48952791,34.83109181,6.02975013,0.955928241,c,NA
RM,Wet Tropics,Low Isles,5,8,28/01/2000,Daintree,76.92261162,6.36437733,8.870708569,7.121130255,15.99183882,22.14209414,0.961509139,m,NA
RM,Wet Tropics,Low Isles,5,9,6/02/2001,Daintree,71.35284581,8.187338511,9.210802503,10.09867863,19.30948114,2.300305396,1.171613784,n,NA
RM,Wet Tropics,Low Isles,5,10,20/09/2001,Daintree,73.81710602,6.575757576,11.00488626,7.969393118,18.97427938,8.06097561,1.467003367,n,NA
RM,Wet Tropics,Low Isles,5,11,6/11/2002,Daintree,75.78743719,5.372194305,10.93752094,7.202847571,18.14036851,8.367671692,0.966834171,n,NA
RM,Wet Tropics,Low Isles,5,12,13/01/2004,Daintree,70.71222413,5.747490573,11.64825492,8.239805254,19.88806017,3.102864751,1.372288518,n,NA
RM,Wet Tropics,Low Isles,5,13,19/01/2005,Daintree,67.96666667,6.666666667,15.96666667,9.1,25.06666667,1.1,0.933333333,n,NA
RM,Wet Tropics,Low Isles,5,15,13/01/2007,Daintree,61.13333333,10.56666667,18.16666667,8.366666667,26.53333333,1.1,2.033333333,n,6.796294654
RM,Wet Tropics,Low Isles,5,17,11/02/2009,Daintree,43.53333333,8.933333333,27.3,19,46.3,0.4,4.066666667,n,14.76458442
RM,Wet Tropics,Low Isles,5,19,22/01/2011,Daintree,55.45,10.45,22.1,10.9,33,0.5,1.9,m,2.317831242
RM,Wet Tropics,Low Isles,5,21,3/01/2013,Daintree,41.73333333,3.3,33.5,20.46666667,53.96666667,0.7,1.966666667,n,9.149575597
RM,Wet Tropics,Low Isles,5,23,2/03/2015,Daintree,56.26666667,5.6,21.63333333,15.4,37.03333333,0.766666667,1.566666667,c,NA
RM,Wet Tropics,Low Isles,5,25,5/09/2016,Daintree,46.6,4.766666667,30.3,16.96666667,47.26666667,0.733333333,0.933333333,n,17.26073966
RM,Wet Tropics,Fitzroy West LTMP,5,2,9/02/1994,Johnstone,35.6411588,16.48662941,24.20338001,21.53122641,45.73460641,0.157948718,6.888415311,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,3,28/05/1995,Johnstone,27.76685967,12.52417029,30.63761122,25.56786562,56.20547684,0.083014049,11.30959426,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,4,25/01/1996,Johnstone,30.23032175,10.07000475,36.27992456,20.08197871,56.36190326,0.866907709,13.14285723,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,5,19/01/1997,Johnstone,25.34655078,15.32018534,36.44344515,19.22433496,55.66778011,0.706717179,15.10192302,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,6,5/02/1998,Johnstone,40.57226328,9.37700266,34.05504976,12.98449108,47.03954084,9.452251453,10.95055671,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,7,8/02/1999,Johnstone,35.1748412,14.22861606,31.94219515,16.18021105,48.12240619,6.069044396,12.40641119,b,NA
RM,Wet Tropics,Fitzroy West LTMP,5,8,2/02/2000,Johnstone,65.33002214,11.58749696,6.827475779,15.47680162,22.3042774,11.12580357,1.20213413,m,NA
RM,Wet Tropics,Fitzroy West LTMP,5,9,7/02/2001,Johnstone,60.07899374,15.55228965,6.300616157,17.4891986,23.78981476,2.814528955,0.389487473,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,10,22/09/2001,Johnstone,63.13989051,13.09398918,8.320788582,15.04080773,23.36159631,11.35692052,0.461536104,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,11,8/11/2002,Johnstone,63.68919969,12.24770785,7.106267806,16.35034965,23.45661746,0.800673401,0.402900803,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,12,15/01/2004,Johnstone,53.61922724,10.59965329,9.736635155,23.28576166,33.02239682,0.3,0.678597701,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,13,3/02/2005,Johnstone,50.99431106,7.884231948,15.34757854,25.10298623,40.45056478,0.337051264,1.724681026,n,NA
RM,Wet Tropics,Fitzroy West LTMP,5,15,19/01/2007,Johnstone,46.11726139,9.187641913,17.83307616,25.52583456,43.35891072,1.30184593,2.170532799,n,2.890607847
RM,Wet Tropics,Fitzroy West LTMP,5,17,3/01/2009,Johnstone,33.23333333,14.83333333,24.83333333,26.36666667,51.2,0.633333333,4.566666667,n,8.303470301
RM,Wet Tropics,Fitzroy West LTMP,5,19,8/02/2011,Johnstone,35.94606365,11.47319933,29.13869347,22.34070352,51.47939698,0.333333333,9.401842546,n,6.071303781
RM,Wet Tropics,Fitzroy West LTMP,5,21,17/01/2013,Johnstone,39.26666667,5.833333333,29.06666667,24.76666667,53.83333333,1.133333333,7.2,c,8.258729814
RM,Wet Tropics,Fitzroy West LTMP,5,23,10/03/2015,Johnstone,47.28542714,5.404020101,16.5360134,29.37118928,45.90720268,0.400670017,1.670184255,c,13.56008621
RM,Wet Tropics,Fitzroy West LTMP,5,25,19/12/2016,Johnstone,45.93333333,9.9,17.23333333,26.3,43.53333333,0.3,1.8,n,16.59879008
RM,Wet Tropics,Green,5,1,17/06/1993,Johnstone,67.55821462,16.89162393,9.4531434,3.68357075,13.13671415,0.488888889,3.752630579,,NA
RM,Wet Tropics,Green,5,2,7/02/1994,Johnstone,63.86245411,20.77634619,8.924749472,4.847613783,13.77236325,1.396379924,3.871157035,c,NA
RM,Wet Tropics,Green,5,3,17/04/1995,Johnstone,68.23292856,11.32365851,12.47615684,4.514099501,16.99025634,2.107096228,7.257184324,n,NA
RM,Wet Tropics,Green,5,4,24/01/1996,Johnstone,61.75889698,12.61126672,14.74044536,5.832317831,20.57276319,5.529557623,8.550118508,n,NA
RM,Wet Tropics,Green,5,5,18/01/1997,Johnstone,70.28816873,14.95726934,7.797186613,4.352456158,12.14964277,3.538587495,3.246887499,c,NA
RM,Wet Tropics,Green,5,6,3/02/1998,Johnstone,70.61459458,14.08975328,7.016904843,5.344901786,12.36180663,12.2206401,1.656383895,n,NA
RM,Wet Tropics,Green,5,7,4/02/1999,Johnstone,67.766118,16.48070773,6.262970965,6.647573563,12.91054453,9.323938958,0.938913837,n,NA
RM,Wet Tropics,Green,5,8,3/02/2000,Johnstone,72.50383477,16.77357269,4.147911513,4.969485475,9.117396987,8.287960101,0.267336683,n,NA
RM,Wet Tropics,Green,5,9,10/02/2001,Johnstone,74.80234111,12.96328443,4.381301054,6.504886525,10.88618758,3.229776626,0.73620354,n,NA
RM,Wet Tropics,Green,5,10,24/09/2001,Johnstone,73.02373975,15.30532008,4.794086866,4.899598814,9.693685679,5.214843886,0.837589395,n,NA
RM,Wet Tropics,Green,5,11,24/10/2002,Johnstone,74.71144781,12.78114478,4.96969697,5.234343434,10.2040404,25.74377104,0.6,n,NA
RM,Wet Tropics,Green,5,12,14/01/2004,Johnstone,70.71821194,13.16412635,7.325706409,5.969189209,13.29489562,1.202015126,1.4360134,n,NA
RM,Wet Tropics,Green,5,13,1/02/2005,Johnstone,69.28538512,13.53084039,9.541663274,5.866733648,15.40839692,3.546993906,1.738071746,n,NA
RM,Wet Tropics,Green,5,15,4/01/2007,Johnstone,60.71490787,17.64438861,13.30586265,7.233500838,20.53936348,2.667839196,5.501340034,n,7.654899337
RM,Wet Tropics,Green,5,17,8/01/2009,Johnstone,53.46666667,17.56666667,19.76666667,6.066666667,25.83333333,2.733333333,10.06666667,n,8.105354038
RM,Wet Tropics,Green,5,19,7/02/2011,Johnstone,57.6,17.63333333,16.13333333,6.466666667,22.6,0.533333333,6.9,n,9.582511705
RM,Wet Tropics,Green,5,21,15/01/2013,Johnstone,70.19865997,8.667169179,10.3001675,8.467336683,18.76750419,2.367504188,0.5,c,6.776027154
RM,Wet Tropics,Green,5,23,8/03/2015,Johnstone,68.1,17.73333333,6.033333333,6.066666667,12.1,3.3,0.266666667,c,13.54328664
RM,Wet Tropics,Green,5,25,3/12/2016,Johnstone,74.86666667,10.2,8.733333333,4.533333333,13.26666667,4.333333333,0.933333333,n,15.21600252
